authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/5d9d9897193acb88dc178a87fae33b21~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f3bd0387&x-expires=1763823600&x-signature=7yByL%2F0%2Bo77tK7lm0BgurBy4iM8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,alaunapearson,Shein I’m looking @ you! #fashiontok #fashionhacks #fastfashion #capsulewardrobe #fashionessentials #styleguide #timelessfashion #outfitideas,3789,13,68400,59,5,Major Bag Alert (feat. Migos),DJ Khaled,FALSE,2022-02-09T23:47:45.000Z,https://www.tiktok.com/@alaunapearson/video/7062860965746052398
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d58d18dff3cd027cda3edb27b583f1f7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=07090bf2&x-expires=1763823600&x-signature=5ZxtAFlAhf9AV6Zg52FROFBb9yg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,yourfavoriteguy,here’s why Zara is under fire #YOURFAVORITEGUY ,43700,2846,231500,2133,94,original sound,YourFavoriteGuy,TRUE,2023-12-16T20:24:41.000Z,https://www.tiktok.com/@yourfavoriteguy/video/7313291074632568106
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/ddfe2d5bf67d680e5f04afcb9d66ddd8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=47f1c19f&x-expires=1763823600&x-signature=0xrYaKv7YTc5hdntYAOFK%2F5tMSE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,jaimeelana,"Let me know what brands you want to see next 👀

All eyes on you @Michael Kors 

#underconsumption #consumerism #buynow #minimalism #ethicalfashion #fashion #michaelkors #fastfashion ",5532,241,85600,117,80,original sound,Jaime Elana Pelletier,TRUE,2024-12-19T22:25:30.000Z,https://www.tiktok.com/@jaimeelana/video/7450252659811978526
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/a072e119b973203760147b33bfd48bf2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=239e3a54&x-expires=1763823600&x-signature=o1Yr4fvjpiYKJ3f8C5Or%2BDiikLI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,screenshothq,"Boohoo, a huge fast fashion brand, was on a panel about ethics, yes really. Ethics!

They were interrupted by a group of protesters who wanted to shed light on the brand's unethical practices.

#boohoo #boohooethicalpanel #boohoounethical #fastfashion #sustainablefashion",20100,398,1300000,279,13,Breaking News Background Music (Basic A)(1001538),LEOPARD,FALSE,2023-02-17T13:26:22.000Z,https://www.tiktok.com/@screenshothq/video/7201115590507973893
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/7ac48fa4dcf6ed59f2e3b7fcadac7db9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4146e298&x-expires=1763823600&x-signature=iMTUwObQnvqyKDkp3PR9U702Ps8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,officialnancydrew,"fast fashion is even the clothing you can’t afford, it’s even some luxury brands, it’s everywhere and it doesn’t have an exact price - I have written about this a lot on my Substack, so if you’d like to read more of my thoughts about this, I have many posts discussing sustainable fashion, and the barriers around that. ##sustainability##sustainablefashion##fastfashion",3780,22,29800,94,159,original sound,lindsey louise,TRUE,2025-03-16T15:46:22.000Z,https://www.tiktok.com/@officialnancydrew/video/7482434104672128287
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c3758cacbc752ca5586507acd74aea9d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=79465e7e&x-expires=1763823600&x-signature=rlkvvhe099ly334eLIOXmA9icAs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,judithlola_,"Can H&M ever be considered 'luxury'?
#hm #fastfashion #luxuryfashion #therow #style #fashion #fyp the row H&M luxury fast fashion",13200,780,114400,254,68,Hide CS01 (Ambient Rework),Eleftherios & GLO,FALSE,2024-09-17T13:19:58.000Z,https://www.tiktok.com/@judithlola_/video/7415601138365451552
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b07a5c78f402f3e0f477f070018edeb0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f529df0b&x-expires=1763823600&x-signature=JUehSK2Viv7slpIHlGdr7id8W68%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,laav_patel,#duet with @goodfair #Fastfashion  #cancelfastfashion  #Beautyhacks #humanrightsviolation,6530,212,49500,67,9,original sound,goodfair,TRUE,2021-02-09T12:45:21.000Z,https://www.tiktok.com/@laav_patel/video/6927244087275883782
https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e70ed3abf4c9c7c0088469c94612aa37~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=dd06fd17&x-expires=1763823600&x-signature=IQTRclxaqzl%2BMqV2zhcG24Z9OSI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,modamensch,"there seem to be a lot of misconceptions about what fast fashion actually is, so here's a quick explainer with some alternatives and resources as well :)

#fastfashion #slowfashion #fashion #sustainablefashion #fashiontok #fashiontiktok #ethicalfashion #fastfashionsucks #antifastfashion fast fashion explained, what is fast fashion? fast fashion alternatives, shein alternatives, sustainable fashion brands#CapCut ",5838,143,97400,70,150,original sound,Jade ✡︎ Sustainable Fashion 🪬,TRUE,2024-06-16T01:43:34.000Z,https://www.tiktok.com/@modamensch/video/7380910765651512622
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fd3c9abc821f49dc789b49f9f6068551~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=377b1e20&x-expires=1763823600&x-signature=LG5urcL8qCJ0ixjD9VWtWhDe260%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,alextwma,The real cost of fast fashion. #fyp #foryoupage #fashion #fashiontiktok #viral #2025 #alexma #alextwma #zara #brandymelville #haul #trend,264500,9963,1600000,2710,127,F. Down,Undoing & 空の,FALSE,2025-05-09T02:14:02.000Z,https://www.tiktok.com/@alextwma/video/7502263373447417131
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9e1521da4dd443093ba8da06a10b4457~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2d05259b&x-expires=1763823600&x-signature=56NtLgc71KS%2BFXkHcmA5B3sL9IM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,stylemaxdes,These are things that are safe to buy fast fashion ✅ Not everything needs to be an investment piece! #fastfashion #shoppinghacks #shoppingtips #zarafinds #fashionadvice ,24400,330,380500,160,130,original sound,Des | Style Strategist,TRUE,2025-08-22T17:19:26.000Z,https://www.tiktok.com/@stylemaxdes/video/7541460585439923511
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b53961630d67c8db973664dc80625bc7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a22564be&x-expires=1763823600&x-signature=aYAyFx%2Fgs8LWJGOC4iJ34lcCITc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,madeline_pendleton,Replying to @bhill503 #greenscreen ,17500,269,127700,138,179,original sound,Madeline Pendleton,TRUE,2023-02-08T16:35:36.000Z,https://www.tiktok.com/@madeline_pendleton/video/7197824556512464174
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4a23d9c280d9830a7cdeb4325463d13a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=702b4d90&x-expires=1763823600&x-signature=ZzoagV3RWy%2FwyJ3KV3NBpKClEks%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,alejthestrange,"this video is pretty long sorry i’m really not used to making videos with my voice!! im rlly bad at explaining stuff lol
#alt #shein #sheingoth #fastfashion #capitalism #punk #goth #emo #scene",13500,211,149000,561,456,original sound,ཐི.༺𓋹𝕷𝖆𝖈𝖊𝖋𝖆𝖓𝖌𝖘𓋹༻.ཋྀ,TRUE,2025-02-17T01:17:09.000Z,https://www.tiktok.com/@alejthestrange/video/7472190827385605422
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6c4958b4c5c281888f0f06c6eaaec059~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3388ff5c&x-expires=1763823600&x-signature=eERBBSXcPbifUoazOu%2F6X33dWLo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,lottielashley,Identify fast fashion and watch the full YT vid in my bio link #slowfashion #fastfashionsucks #sustainablefashion #shein #zara ,2173,31,28600,27,75,original sound,Lottie🐞,TRUE,2025-11-09T17:03:07.000Z,https://www.tiktok.com/@lottielashley/video/7570772281673223446
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7334205787956805675~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e8ef977a&x-expires=1763823600&x-signature=jVn4%2BJ%2FiPdgW8fcoxDiEn5xqLso%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,delilah_isabel,had to give that last one a little extra passion 😅 #fyp #fastfashionsucks  #sustainablefashion #fastfashion,45800,290,366000,477,15,nobody but theres no body in nobody,Pitbull,TRUE,2021-06-29T18:36:19.000Z,https://www.tiktok.com/@delilah_isabel/video/6979286531575942405
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310324376136581163~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6010acf0&x-expires=1763823600&x-signature=xOSa39zyLwDopTwteM%2BNru8zkpM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,livekindly,"It’s like some of these fast fashion brands specifically design products to go directly to the landfill. 😩 Mass produced fashion is so wasteful and detrimental to our planet! How do you like to shop more sustainably on a budget?

#forever21 #fastfashion #antihaul #deinfluencing #slowfashion #sustainablefashion #shein #sheinsucks #sustainability #thrifting #secondhand #CapCut ",71900,224,1100000,293,21,original sound,LIVEKINDLY,TRUE,2023-06-09T01:25:11.000Z,https://www.tiktok.com/@livekindly/video/7242491236740009262
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6d8a32d7a8868087dca0955368541bc8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=692c2165&x-expires=1763823600&x-signature=gGJzKSBR5R0bKSf3E2s2ISMUFqo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kooldudejosh,I don't support fast fashion #fastfashion #reallydadpodcast #teens #daughters #singledads ,119200,744,3900000,1006,60,original sound,Joshua Tyler,TRUE,2024-05-06T21:03:49.000Z,https://www.tiktok.com/@kooldudejosh/video/7365995258724896046
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/fcb05cc609bcead6cc1fac9e995911c7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=087f69bf&x-expires=1763823600&x-signature=0B%2FDva8FnG9uwe%2BK5gn%2BeBXKu0I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,blinkfgc,BRO PUTTING THOSE LITTLE CHINESE BABIES TO WORK 😭🙏 #fyp #foryou #fashion #clothes #shein #tiktokshop #fastfashion,1984,35,99800,29,14,admire the perc,!,TRUE,2024-09-28T01:36:23.000Z,https://www.tiktok.com/@blinkfgc/video/7419501801654881582
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b1cc8c72df9f72a7b79c54460ad474e5~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e732eadf&x-expires=1763823600&x-signature=rCZfPaD37HL%2Ft97sXxZrdHvaZ0E%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,luke_liu,"stop shopping at these brands 🛑

almost all retail brands are fast fashion to an extent, the important thing is bringing more awareness to the issue and reducing our consumption into those brands if possible 

#fashiontiktok #fastfashion #fastfashionsucks #mensstyle ",25300,401,484800,288,28,stargirl,ADTurnUp,FALSE,2024-11-29T14:38:37.000Z,https://www.tiktok.com/@luke_liu/video/7442710654684761399
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/08b2ed7e4560f25e519a8d78f1ca11d1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9254eb01&x-expires=1763823600&x-signature=zefV4lfGxDoo9ssPZKi3kjRvvXU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,zerowastestore,"Fast fashion is killing the planet. The average American buys five times more clothing than they did in the 1980s. The fashion industry emits double the amount of greenhouse gases as the transportation industry and is the second largest consumer of water. 

The next time you fall for the latest microtrend or buy a cheap top to only wear once, consider the price on the planet first.

#sustainablefashion #shein #fastfashion #sustainableliving #watershortage #climatechange #ecofriendly ",3064,288,35600,47,33,original sound,ZeroWasteStore,TRUE,2025-03-23T23:18:28.000Z,https://www.tiktok.com/@zerowastestore/video/7485148191042833710
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/517c32a5d7e454a6c6987b550bb1c9fb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7145a40c&x-expires=1763823600&x-signature=yLGAEeNR%2BNsNVIGLqUtwB7ItFXo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,opaleyes369,I was surprised to see how many people did not understand the concept and just thought I’d share #vlonethugjulian #devanondeckisthepolice,39200,651,827000,562,52,original sound,Opal,TRUE,2021-11-23T22:24:10.000Z,https://www.tiktok.com/@opaleyes369/video/7033894780543307055
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/ead049e36f1b817f77b134796a9989eb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=88a97d08&x-expires=1763823600&x-signature=8wGl1yZJyzZfjoKyDknNQABVLUA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,tiaraxalexandria,5 Fast Fashion Red Flags To Avoid so that you don't end up with a haul worth of poor quality pieces that you can only get store credit for when you try and return them 🙃🙃🙃 I saved the BIGGEST red flag for last. #greenscreen #fastfashion #fashionnova #plthaul #fashionhacks ,7624,321,65900,112,286,original sound,Tiara Alexandria,TRUE,2024-11-20T00:20:35.000Z,https://www.tiktok.com/@tiaraxalexandria/video/7439149755055279391
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7314792187940569130~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e12ac19c&x-expires=1763823600&x-signature=eaP4j2CfdCSo2778ABAHzLRxUOo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,pdspopculture,France Suspends Shein Over Controversial Childlike Dolls #Shein #France #FastFashion #ShienControversy,41100,4539,595000,868,95,original sound - PDS Pop Culture,PDS Pop Culture,TRUE,2025-11-06T21:00:00.000Z,https://www.tiktok.com/@pdspopculture/video/7569699502416743710
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a37492f04608b6ac47f12639f310a281~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=47b5fac2&x-expires=1763823600&x-signature=%2F12BEdDBNH2txaiJMv29o9x68ao%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,e.cxhi,Replying to @foop style people do not love their clothing anymore and it shows :( ,67700,320,440900,809,96,original sound,elena,TRUE,2024-02-04T01:45:23.000Z,https://www.tiktok.com/@e.cxhi/video/7331556829383626015
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cb6d8a71e1a63423e798eda4342d0eb2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2e5f3622&x-expires=1763823600&x-signature=4vEwZdzgcTQ8hEL7oHm335A%2F97c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,zaandrraa,#alt #09 #relatable #funny #fastfashion ,56500,281,339700,467,7,Burn the witch not ai,Teddi,TRUE,2025-08-08T19:27:05.000Z,https://www.tiktok.com/@zaandrraa/video/7536298462162291990
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/9e543323ed2ae1afd91b3fd77b63f97c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=21c3bcad&x-expires=1763823600&x-signature=lXFx%2BctAeYcGiNQou2%2Bg3jKkJ%2Fc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,autopsyfreak,let me know if i should make another one of these for makeup etc! #fastfashion #alternativebrands #goth #thrifting #secondhand #diy,29700,622,132600,849,177,original sound,𝔎𝔶 ☥🧛🏻‍♀️,TRUE,2025-01-10T03:48:29.000Z,https://www.tiktok.com/@autopsyfreak/video/7458128683195436334
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310706049961918507~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0a51b47d&x-expires=1763823600&x-signature=2glYVWPpR4%2FzXHODfIRYZ4ImQoA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,dannyrayes,The truth about fast fashion 😳,75200,10400,2800000,1261,37,original sound,Danny,TRUE,2023-06-01T17:29:40.000Z,https://www.tiktok.com/@dannyrayes/video/7239771125645872426
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9e1521da4dd443093ba8da06a10b4457~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2d05259b&x-expires=1763823600&x-signature=56NtLgc71KS%2BFXkHcmA5B3sL9IM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,stylemaxdes,Let’s pump the brakes on buying these things fast fashion. 👎🏾 Your wardrobe will thank you! #fastfashion #whattowear #styletips #fashionadvice #styleadvice ,16300,309,346200,258,119,original sound,Des | Style Strategist,TRUE,2025-08-21T02:06:31.000Z,https://www.tiktok.com/@stylemaxdes/video/7540854274159381774
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/aedc6e6b64e9a1f0a209b29dff9849b1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=be5c9203&x-expires=1763823600&x-signature=lYLMgki26ZO0OKXXECHF%2B9RtGNY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,lilyyvarneyy,like how are these clothes falling apart HAHA #hottake #fastfashion #clothes ,303,2,8576,20,56,original sound,LILY VARNEY,TRUE,2025-07-27T23:13:30.000Z,https://www.tiktok.com/@lilyyvarneyy/video/7531903672729521421
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/75375a122102b0cd950e87d37712c327~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2de12851&x-expires=1763823600&x-signature=pc2mbHR4iI4G5G%2FVS%2FeWJXIq9FQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,mark_boutilier,Don’t get too upset…😬 #fastfashion #designerclothes #balenciaga,57900,234,440300,442,12,all the things she said slowed,xxtristanxo,TRUE,2022-04-12T18:03:58.000Z,https://www.tiktok.com/@mark_boutilier/video/7085779652022930734
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c428db34aecf35d032e885bb34b00fe8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5f69e645&x-expires=1763823600&x-signature=X8NHp2bcCvDkdPW5OtnBhv7OxGc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,kennedyjuneco,Being a conscious consumer is important! It’s all Shein without the Shein tags. Buying secondhand items when possible and making your own garments are great options if you’re looking to make a change. #sewing #fashiondesigner #handmadeclothes #sewingdiy #sewingtiktok #fastfashion #sustainablefashion #dressmaking ,340,1,4029,6,46,Chopin Nocturne No. 2 Piano Mono,moshimo sound design,FALSE,2024-11-24T22:59:12.000Z,https://www.tiktok.com/@kennedyjuneco/video/7440984181443710239
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c9450c37e129e754e971e0eb2620672c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=42c1e85b&x-expires=1763823600&x-signature=I2adiaYlv1AJt5AQR%2FjQLTntMm4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,hemingandfitz,My latest conspiracy theory abt manufacturers #fastfashion #fashiontiktok #sewingtiktok ,100500,496,1800000,512,34,original sound,Heming & Fitz,TRUE,2024-09-07T02:47:43.000Z,https://www.tiktok.com/@hemingandfitz/video/7411727360887721247
https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e70ed3abf4c9c7c0088469c94612aa37~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=dd06fd17&x-expires=1763823600&x-signature=IQTRclxaqzl%2BMqV2zhcG24Z9OSI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,modamensch,"a day in the life of a fast fashion worker, a must-read article that interviews a malaysian garment worker named robin and details the abuse he experienced in the name of fast fashion. link to read the article in my linktree

#fastfashion #fashion #fashiontiktok #fashiontok #slowfashion #sustainablefashion #sustainability #ethicalfashion #sweatshop fast fashion sweatshops, why is fast fashion bad #greenscreen ",15700,1115,62800,300,422,original sound,Jade ✡︎ Sustainable Fashion 🪬,TRUE,2024-06-17T13:19:22.000Z,https://www.tiktok.com/@modamensch/video/7381461133800049962
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cb7080b49d1c279ee212929f8db28e3c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=53901b60&x-expires=1763823600&x-signature=UFD2MkmvV0Nj45xk4BkUNnKk97w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,pbsnews,"The $100 billion fast fashion industry produces affordable, trendy clothes, but often in poor working conditions and using cheap textiles that quickly end up in landfills. Chinese company SHEIN, one of the fastest-growing fast fashion brands in the world, has recently been trying to repair its public image. The company invited a group of social media influencers on a paid trip to one of its factories. Journalist Iman Amrani spoke to PBS NewsHour about the backlash the company is facing for that public relations move. #fastfashion #shein #sheininfluencer #sheininfluencertrip #imanamrani #alirogan #chinesecompany #socialmediainfluencer #fashionindustry #pbsnews #pbs #news #pbsnewshour #newshour",539,19,22800,11,122,original sound,pbsnews,TRUE,2023-07-17T16:57:48.000Z,https://www.tiktok.com/@pbsnews/video/7256832776769621294
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/0234164071b5e5a3c59266a1940c34ee~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3ed464a3&x-expires=1763823600&x-signature=xoN026Y9wLeAhQDn46FdvtN0ZrU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,thenowthegorgeous,"I feel like this mught be the video that finally pushed my audience’s media literacy to the limit lmaooo 

#thebeautymyth #fashionindustry #style #beautyadvice #beautyadvice #beautystandards #fashiontok #y2k #viviennewestwood #fastfashion #naturalfibres #fashiontok #styleadvice #unpopularopinion #unpopularopinions ",14000,61,113200,246,142,original sound,"The Now, The Gorgeous (ifykyk)",TRUE,2024-06-29T15:59:04.000Z,https://www.tiktok.com/@thenowthegorgeous/video/7385955338790374688
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6b261341c5f06d558dcf31c5d903bda4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6ff77a6c&x-expires=1763823600&x-signature=7X0YmhogC0VEfGm58Y3vn7e4AP8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,maddisonhoyt,what facts about the fast fashion industry keep you up at night? #fashionindustry #fastfashion #fashionschool ,8986,32,53300,73,117,original sound,Maddison Hoyt,TRUE,2024-01-28T22:55:37.000Z,https://www.tiktok.com/@maddisonhoyt/video/7329286661047700742
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/5784843eb6904cb3a00536079993dd03~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3fc2cba3&x-expires=1763823600&x-signature=vSgDB%2FVlG6X7gMF%2FMR6LpGu42%2B0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,addyharajuku,"This video had me gasp, lets talk about fast fashion (again) 😮‍💨 #altfashion #fastfashion #demure #kawaiiaesthetic #harajukustyle #fashiontips ",41000,441,222600,538,110,original sound,Addy,TRUE,2024-08-23T19:32:14.000Z,https://www.tiktok.com/@addyharajuku/video/7406419970252410144
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/42281b1868be9a5ccd11703a27bdc929~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=be85ce3e&x-expires=1763823600&x-signature=fzhaANnpi3Y8qUUKMJVQRqY2z40%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,juliaa.vids,Fast fashion bro #fashion #2025 #fastfashion #shein #consumerism #bows #bow ,183500,12500,2300000,9293,68,Sigma Baby Laughing Remix,twitch.tv/wxdbot,TRUE,2025-07-14T17:39:45.000Z,https://www.tiktok.com/@juliaa.vids/video/7526993592527686942
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/522ad63b751114ff5081aba006bb675a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9af14c19&x-expires=1763823600&x-signature=APpRIucaiqPOoqf7U%2FUP4YbhqeQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,lauraannmoore,Any girlies had any issues with Sorelle UK? #clothingbrand #fastfashion #sorelleuk,56200,1656,1400000,1843,352,original sound,Laura Moore | MONEY & MINDSET,TRUE,2024-12-14T19:13:47.000Z,https://www.tiktok.com/@lauraannmoore/video/7448347817262828832
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352410338471460910~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0e09d7d9&x-expires=1763823600&x-signature=Ul2NQAzXDUYnMKdVogilKYGWCq4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,rosieo1,"Y’all are doing to much fr, focus on the actual problem and not young girls who want some cute clothes #shein #fastfashion",4673,8,61500,248,11,iiiii watch the mooon,EX7STENCE™,TRUE,2022-05-24T19:14:30.000Z,https://www.tiktok.com/@rosieo1/video/7101383404545035566
